SaleDate,ItemsSold,RunningTotal,Country
2011-09-27,205,82134,Germany
2011-09-28,162,82296,Germany
2011-09-29,484,82780,Germany
2011-09-30,177,82957,Germany
2011-10-04,-3,82954,Germany
2011-10-05,2151,85105,Germany
2011-10-06,2469,87574,Germany
2011-10-07,2053,89627,Germany
2011-10-10,109,89736,Germany
2011-10-11,567,90303,Germany
2011-10-12,772,91075,Germany
2011-10-13,932,92007,Germany
2011-10-14,493,92500,Germany
2011-10-17,2798,95298,Germany
2011-10-18,725,96023,Germany
2011-10-19,1918,97941,Germany
2011-10-20,711,98652,Germany
2011-10-21,270,98922,Germany
2011-10-23,-2,98920,Germany
2011-10-24,-15,98905,Germany
2011-10-25,428,99333,Germany
2011-10-26,24,99357,Germany
2011-10-27,206,99563,Germany
2011-10-28,535,100098,Germany
2011-10-31,495,100593,Germany
2011-11-02,52,100645,Germany
2011-11-03,417,101062,Germany
2011-11-04,-4,101058,Germany
2011-11-06,887,101945,Germany
2011-11-07,277,102222,Germany
2011-11-08,-97,102125,Germany
2011-11-09,86,102211,Germany
2011-11-10,142,102353,Germany
2011-11-11,1575,103928,Germany
2011-11-14,212,104140,Germany
2011-11-15,596,104736,Germany
2011-11-16,2184,106920,Germany
2011-11-17,1369,108289,Germany
2011-11-18,491,108780,Germany
2011-11-20,53,108833,Germany
2011-11-21,284,109117,Germany
2011-11-22,552,109669,Germany
2011-11-23,574,110243,Germany
2011-11-24,1930,112173,Germany
2011-11-25,45,112218,Germany
2011-11-28,397,112615,Germany
2011-11-29,639,113254,Germany
2011-11-30,261,113515,Germany
2011-12-01,247,113762,Germany
2011-12-02,-6,113756,Germany
2011-12-04,504,114260,Germany
2011-12-05,148,114408,Germany
2011-12-06,-29,114379,Germany
2011-12-07,1220,115599,Germany
2011-12-08,969,116568,Germany
2011-12-09,880,117448,Germany
2011-01-24,526,526,Greece
2011-03-04,289,815,Greece
2011-04-08,262,1077,Greece
2011-07-11,243,1320,Greece
2011-12-06,236,1556,Greece
2011-01-24,1121,1121,Hong Kong
2011-03-15,0,1121,Hong Kong
2011-04-12,732,1853,Hong Kong
2011-05-13,1262,3115,Hong Kong
2011-06-22,537,3652,Hong Kong
2011-08-23,736,4388,Hong Kong
2011-09-19,0,4388,Hong Kong
2011-10-04,-1,4387,Hong Kong
2011-10-18,236,4623,Hong Kong
2011-10-28,146,4769,Hong Kong
2011-11-14,0,4769,Hong Kong
2010-12-07,319,319,Iceland
2011-01-26,315,634,Iceland
2011-04-07,483,1117,Iceland
2011-06-09,196,1313,Iceland
2011-08-02,277,1590,Iceland
2011-10-31,676,2266,Iceland
2011-12-07,192,2458,Iceland
2010-12-15,-56,-56,Israel
2011-01-10,100,44,Israel
2011-02-16,286,330,Israel
2011-04-01,30,360,Israel
2011-07-14,633,993,Israel
2011-08-18,3028,4021,Israel
2011-09-09,233,4254,Israel
2011-10-04,99,4353,Israel
2010-12-03,164,164,Italy
2010-12-06,-2,162,Italy
2010-12-21,131,293,Italy
2011-01-05,-3,290,Italy
2011-01-13,748,1038,Italy
2011-01-21,145,1183,Italy
2011-01-26,228,1411,Italy
2011-01-27,-22,1389,Italy
2011-02-11,-1,1388,Italy
2011-02-18,111,1499,Italy
2011-03-04,84,1583,Italy
2011-03-14,-2,1581,Italy
2011-03-17,440,2021,Italy
2011-03-28,163,2184,Italy
2011-04-07,445,2629,Italy
2011-04-19,208,2837,Italy
2011-05-31,267,3104,Italy
2011-06-07,31,3135,Italy
2011-06-09,24,3159,Italy
2011-06-29,-4,3155,Italy
2011-07-26,22,3177,Italy
2011-08-04,-5,3172,Italy
2011-08-05,457,3629,Italy
2011-08-10,521,4150,Italy
2011-08-11,-13,4137,Italy
2011-08-25,168,4305,Italy
2011-09-20,48,4353,Italy
2011-10-06,-9,4344,Italy
2011-10-13,60,4404,Italy
2011-10-18,846,5250,Italy
2011-10-24,289,5539,Italy
2011-10-25,251,5790,Italy
2011-10-26,-6,5784,Italy
2011-10-27,4,5788,Italy
2011-10-30,62,5850,Italy
2011-10-31,85,5935,Italy
2011-11-01,3,5938,Italy
2011-11-02,48,5986,Italy
2011-11-14,-22,5964,Italy
2011-11-17,169,6133,Italy
2011-11-18,544,6677,Italy
2011-11-21,631,7308,Italy
2011-11-22,142,7450,Italy
2011-11-23,525,7975,Italy
2011-11-30,-21,7954,Italy
2011-12-06,45,7999,Italy
2010-12-05,196,196,Japan
2010-12-09,1488,1684,Japan
2010-12-12,2409,4093,Japan
2011-01-06,-45,4048,Japan
2011-02-04,37,4085,Japan
2011-02-09,2962,7047,Japan
2011-03-02,-11,7036,Japan
2011-03-04,3,7039,Japan
2011-03-07,9,7048,Japan
2011-04-04,-624,6424,Japan
2011-04-05,1626,8050,Japan
2011-04-18,6432,14482,Japan
2011-04-26,-33,14449,Japan
2011-05-13,743,15192,Japan
2011-06-22,2256,17448,Japan
2011-07-24,120,17568,Japan
2011-07-27,2208,19776,Japan
2011-08-23,-27,19749,Japan
2011-09-14,144,19893,Japan
2011-10-26,1124,21017,Japan
2011-11-17,2210,23227,Japan
2011-11-29,2040,25267,Japan
2011-12-06,-49,25218,Japan
2011-01-27,386,386,Lebanon
2010-12-05,622,622,Lithuania
2010-12-08,30,652,Lithuania
2011-06-08,378,378,Malta
2011-06-16,-3,375,Malta
2011-06-22,24,399,Malta
2011-08-15,303,702,Malta
2011-08-22,79,781,Malta
2011-08-30,-5,776,Malta
2011-11-17,184,960,Malta
2011-11-23,-8,952,Malta
2011-12-01,-8,944,Malta
2010-12-01,97,97,Netherlands
2010-12-20,46,143,Netherlands
2010-12-21,6668,6811,Netherlands
2011-01-14,8210,15021,Netherlands
2011-01-19,6072,21093,Netherlands
2011-01-20,288,21381,Netherlands
2011-01-21,5730,27111,Netherlands
2011-01-31,117,27228,Netherlands
2011-02-01,113,27341,Netherlands
2011-02-03,-24,27317,Netherlands
2011-02-08,1123,28440,Netherlands
2011-02-21,12208,40648,Netherlands
2011-02-22,2940,43588,Netherlands
2011-03-09,277,43865,Netherlands
2011-03-14,152,44017,Netherlands
2011-03-22,170,44187,Netherlands
2011-03-25,835,45022,Netherlands
2011-03-29,12186,57208,Netherlands
2011-03-30,1208,58416,Netherlands
2011-04-05,1336,59752,Netherlands
2011-04-28,432,60184,Netherlands
2011-05-11,279,60463,Netherlands
2011-05-12,13262,73725,Netherlands
2011-05-18,412,74137,Netherlands
2011-05-20,128,74265,Netherlands
2011-05-25,960,75225,Netherlands
2011-05-26,4664,79889,Netherlands
2011-05-31,231,80120,Netherlands
2011-06-01,2874,82994,Netherlands
2011-06-03,329,83323,Netherlands
2011-06-06,314,83637,Netherlands
2011-06-09,73,83710,Netherlands
2011-06-19,4718,88428,Netherlands
2011-06-20,61,88489,Netherlands
2011-06-21,353,88842,Netherlands
2011-06-28,11010,99852,Netherlands
2011-07-20,10,99862,Netherlands
2011-08-09,8182,108044,Netherlands
2011-08-11,14730,122774,Netherlands
2011-08-12,992,123766,Netherlands
2011-08-18,-1,123765,Netherlands
2011-08-23,288,124053,Netherlands
2011-08-26,5684,129737,Netherlands
2011-08-31,-768,128969,Netherlands
2011-09-08,1013,129982,Netherlands
2011-09-09,145,130127,Netherlands
2011-09-13,4951,135078,Netherlands
2011-09-19,10649,145727,Netherlands
2011-09-22,551,146278,Netherlands
2011-10-05,4,146282,Netherlands
2011-10-06,357,146639,Netherlands
2011-10-07,212,146851,Netherlands
2011-10-18,272,147123,Netherlands
2011-10-20,18140,165263,Netherlands
2011-10-21,2476,167739,Netherlands
2011-10-27,5769,173508,Netherlands
2011-11-02,2732,176240,Netherlands
2011-11-10,7786,184026,Netherlands
2011-11-16,147,184173,Netherlands
2011-11-18,34,184207,Netherlands
2011-11-20,154,184361,Netherlands
2011-11-22,514,184875,Netherlands
2011-11-23,7244,192119,Netherlands
2011-11-30,51,192170,Netherlands
2011-12-07,7818,199988,Netherlands
2011-12-08,140,200128,Netherlands
2010-12-01,1852,1852,Norway
2010-12-08,1730,3582,Norway
2011-02-02,197,3779,Norway
2011-02-16,98,3877,Norway
2011-03-01,26,3903,Norway
2011-03-17,63,3966,Norway
2011-03-22,1,3967,Norway
2011-06-20,1426,5393,Norway
2011-06-21,582,5975,Norway
2011-06-22,1,5976,Norway
2011-07-22,586,6562,Norway
2011-08-10,68,6630,Norway
2011-08-12,568,7198,Norway
2011-08-31,-25,7173,Norway
2011-09-01,211,7384,Norway
2011-09-09,1849,9233,Norway
2011-09-15,178,9411,Norway
2011-09-19,2262,11673,Norway
2011-09-20,103,11776,Norway
2011-09-28,52,11828,Norway
2011-10-11,1,11829,Norway
2011-10-12,86,11915,Norway
2011-10-27,1231,13146,Norway
2011-10-28,374,13520,Norway
2011-11-03,127,13647,Norway
2011-11-06,146,13793,Norway
2011-11-18,242,14035,Norway
2011-11-25,594,14629,Norway
2011-11-30,2299,16928,Norway
2011-12-05,92,17020,Norway
2011-12-09,2227,19247,Norway
2010-12-03,140,140,Poland
2011-01-17,288,428,Poland
2011-02-04,98,526,Poland
2011-02-08,199,725,Poland
2011-03-15,162,887,Poland
2011-03-21,-9,878,Poland
2011-04-05,432,1310,Poland
2011-05-05,116,1426,Poland
2011-05-25,500,1926,Poland
2011-06-01,-7,1919,Poland
2011-06-03,0,1919,Poland
2011-06-16,77,1996,Poland
2011-07-13,148,2144,Poland
2011-07-15,140,2284,Poland
2011-07-25,-3,2281,Poland
2011-08-03,137,2418,Poland
2011-08-30,49,2467,Poland
2011-09-05,253,2720,Poland
2011-11-02,639,3359,Poland
2011-11-04,302,3661,Poland
2011-11-18,-8,3653,Poland
2010-12-03,65,65,Portugal
2010-12-06,53,118,Portugal
2010-12-08,424,542,Portugal
2010-12-09,118,660,Portugal
2010-12-10,131,791,Portugal
2010-12-14,-39,752,Portugal
2010-12-17,193,945,Portugal
2011-01-05,-16,929,Portugal
2011-01-09,641,1570,Portugal
2011-01-18,1216,2786,Portugal
2011-01-26,237,3023,Portugal
2011-02-21,454,3477,Portugal
2011-02-28,104,3581,Portugal
2011-03-08,1109,4690,Portugal
2011-03-23,125,4815,Portugal
2011-03-24,1,4816,Portugal
2011-03-28,217,5033,Portugal
2011-03-31,174,5207,Portugal
2011-04-08,370,5577,Portugal
2011-04-13,581,6158,Portugal
2011-05-12,311,6469,Portugal
2011-05-23,-1,6468,Portugal
2011-06-07,146,6614,Portugal
2011-06-08,55,6669,Portugal
2011-06-15,220,6889,Portugal
2011-06-24,-1,6888,Portugal
2011-07-13,979,7867,Portugal
2011-07-20,457,8324,Portugal
2011-08-03,-12,8312,Portugal
2011-08-15,1026,9338,Portugal
2011-09-02,227,9565,Portugal
2011-09-22,496,10061,Portugal
2011-09-25,176,10237,Portugal
2011-10-06,1123,11360,Portugal
2011-10-11,556,11916,Portugal
2011-10-13,884,12800,Portugal
2011-10-14,215,13015,Portugal
2011-10-17,365,13380,Portugal
2011-10-19,5,13385,Portugal
2011-10-25,136,13521,Portugal
2011-11-03,80,13601,Portugal
2011-11-07,89,13690,Portugal
2011-11-11,166,13856,Portugal
2011-11-14,225,14081,Portugal
2011-11-17,5,14086,Portugal
2011-11-21,68,14154,Portugal
2011-11-24,458,14612,Portugal
2011-11-30,2,14614,Portugal
2011-12-02,1032,15646,Portugal
2011-12-05,128,15774,Portugal
2011-12-06,267,16041,Portugal
2011-12-07,139,16180,Portugal
2011-10-13,352,352,RSA
2011-02-24,80,80,Saudi Arabia
2011-03-03,-5,75,Saudi Arabia
2011-01-25,1091,1091,Singapore
2011-04-04,0,1091,Singapore
2011-04-05,1384,2475,Singapore
2011-07-18,2160,4635,Singapore
2011-10-14,599,5234,Singapore
2011-10-19,0,5234,Singapore
2010-12-03,400,400,Spain
2010-12-09,67,467,Spain
2010-12-13,300,767,Spain
2010-12-17,100,867,Spain
2011-01-06,-1,866,Spain
2011-01-07,630,1496,Spain
2011-01-10,643,2139,Spain
2011-01-11,1483,3622,Spain
2011-01-18,294,3916,Spain
2011-01-19,48,3964,Spain
2011-01-20,-6,3958,Spain
2011-01-24,104,4062,Spain
2011-01-27,642,4704,Spain
2011-02-01,193,4897,Spain
2011-02-03,171,5068,Spain
2011-02-09,287,5355,Spain
2011-02-14,219,5574,Spain
2011-02-18,-4,5570,Spain
2011-03-04,397,5967,Spain
2011-03-07,-5,5962,Spain
2011-03-16,405,6367,Spain
2011-03-22,335,6702,Spain
2011-03-24,512,7214,Spain
2011-03-25,346,7560,Spain
2011-03-28,550,8110,Spain
2011-04-11,156,8266,Spain
2011-04-21,530,8796,Spain
2011-04-28,267,9063,Spain
2011-05-04,747,9810,Spain
2011-05-06,88,9898,Spain
2011-05-26,25,9923,Spain
2011-05-31,608,10531,Spain
2011-06-03,107,10638,Spain
2011-06-06,173,10811,Spain
2011-06-09,445,11256,Spain
2011-06-16,424,11680,Spain
2011-06-19,339,12019,Spain
2011-06-26,49,12068,Spain
2011-07-04,1506,13574,Spain
2011-07-06,167,13741,Spain
2011-07-07,216,13957,Spain
2011-07-11,166,14123,Spain
2011-07-20,59,14182,Spain
2011-07-25,649,14831,Spain
2011-07-28,675,15506,Spain
2011-08-04,185,15691,Spain
2011-08-16,82,15773,Spain
2011-08-17,158,15931,Spain
2011-08-21,1,15932,Spain
2011-08-24,317,16249,Spain
2011-08-28,800,17049,Spain
2011-08-31,55,17104,Spain
2011-09-05,234,17338,Spain
2011-09-08,243,17581,Spain
2011-09-19,565,18146,Spain
2011-09-20,-2,18144,Spain
2011-09-21,569,18713,Spain
2011-09-23,572,19285,Spain
2011-09-25,177,19462,Spain
2011-09-27,323,19785,Spain
2011-10-03,-1,19784,Spain
2011-10-04,-16,19768,Spain
2011-10-07,227,19995,Spain
2011-10-14,1006,21001,Spain
2011-10-17,-1006,19995,Spain
2011-10-18,724,20719,Spain
2011-10-19,318,21037,Spain
2011-10-20,192,21229,Spain
2011-10-24,158,21387,Spain
2011-10-26,243,21630,Spain
2011-10-30,1484,23114,Spain
2011-11-03,136,23250,Spain
2011-11-04,327,23577,Spain
2011-11-07,-44,23533,Spain
2011-11-08,239,23772,Spain
2011-11-10,448,24220,Spain
2011-11-17,508,24728,Spain
2011-11-20,477,25205,Spain
2011-11-21,249,25454,Spain
2011-11-23,920,26374,Spain
2011-11-24,77,26451,Spain
2011-11-29,117,26568,Spain
2011-12-06,182,26750,Spain
2011-12-07,74,26824,Spain
2010-12-14,0,0,Sweden
2010-12-17,3714,3714,Sweden
2011-01-04,292,4006,Sweden
2011-01-28,2804,6810,Sweden
2011-02-01,250,7060,Sweden
2011-03-10,0,7060,Sweden
2011-03-14,5156,12216,Sweden
2011-03-24,107,12323,Sweden
2011-04-15,201,12524,Sweden
2011-04-27,109,12633,Sweden
2011-05-03,-2,12631,Sweden
2011-05-04,-2,12629,Sweden
2011-05-11,2,12631,Sweden
2011-05-12,2794,15425,Sweden
2011-05-18,37,15462,Sweden
2011-06-02,54,15516,Sweden
2011-06-09,188,15704,Sweden
2011-06-23,162,15866,Sweden
2011-07-06,3242,19108,Sweden
2011-07-31,2764,21872,Sweden
2011-08-04,960,22832,Sweden
2011-08-08,85,22917,Sweden
2011-08-16,72,22989,Sweden
2011-08-17,-6,22983,Sweden
2011-08-25,197,23180,Sweden
2011-09-02,163,23343,Sweden
2011-09-13,4072,27415,Sweden
2011-09-30,109,27524,Sweden
2011-10-14,1,27525,Sweden
2011-10-17,5952,33477,Sweden
2011-10-30,198,33675,Sweden
2011-11-06,577,34252,Sweden
2011-11-08,-6,34246,Sweden
2011-11-11,149,34395,Sweden
2011-11-14,1060,35455,Sweden
2011-11-15,67,35522,Sweden
2011-11-18,-3,35519,Sweden
2011-11-22,118,35637,Sweden
2011-12-05,0,35637,Sweden
2010-12-03,110,110,Switzerland
2010-12-20,604,714,Switzerland
2011-01-19,2653,3367,Switzerland
2011-01-28,340,3707,Switzerland
2011-02-04,211,3918,Switzerland
2011-02-11,-2,3916,Switzerland
2011-02-24,560,4476,Switzerland
2011-02-25,66,4542,Switzerland
2011-02-28,270,4812,Switzerland
2011-03-09,314,5126,Switzerland
2011-03-25,227,5353,Switzerland
2011-03-30,445,5798,Switzerland
2011-04-11,-3,5795,Switzerland
2011-04-14,197,5992,Switzerland
2011-04-15,101,6093,Switzerland
2011-04-20,-6,6087,Switzerland
2011-04-21,489,6576,Switzerland
2011-05-03,-4,6572,Switzerland
2011-05-05,1771,8343,Switzerland
2011-05-09,114,8457,Switzerland
2011-05-31,364,8821,Switzerland
2011-06-08,245,9066,Switzerland
2011-06-10,3142,12208,Switzerland
2011-06-13,-5,12203,Switzerland
2011-06-24,175,12378,Switzerland
2011-06-26,408,12786,Switzerland
2011-07-01,152,12938,Switzerland
2011-07-08,282,13220,Switzerland
2011-07-15,-120,13100,Switzerland
2011-07-17,213,13313,Switzerland
2011-07-25,408,13721,Switzerland
2011-07-26,142,13863,Switzerland
2011-07-31,628,14491,Switzerland
2011-08-02,2513,17004,Switzerland
2011-08-03,-4,17000,Switzerland
2011-08-10,62,17062,Switzerland
2011-08-14,-1,17061,Switzerland
2011-08-19,407,17468,Switzerland
2011-08-23,-17,17451,Switzerland
2011-09-06,5,17456,Switzerland
2011-09-14,376,17832,Switzerland
2011-09-15,4,17836,Switzerland
2011-09-21,-11,17825,Switzerland
2011-09-22,2408,20233,Switzerland
2011-09-28,1225,21458,Switzerland
2011-09-29,236,21694,Switzerland
2011-10-03,-5,21689,Switzerland
2011-10-05,1650,23339,Switzerland
2011-10-11,582,23921,Switzerland
2011-10-12,332,24253,Switzerland
2011-10-25,1394,25647,Switzerland
2011-10-26,569,26216,Switzerland
2011-10-28,334,26550,Switzerland
2011-11-06,2708,29258,Switzerland
2011-11-11,64,29322,Switzerland
2011-11-18,669,29991,Switzerland
2011-11-23,183,30174,Switzerland
2011-11-29,151,30325,Switzerland
2011-04-19,137,137,USA
2011-10-10,1228,1365,USA
2011-10-12,-1228,137,USA
2011-10-21,489,626,USA
2011-12-02,196,822,USA
2011-12-05,408,1230,USA
2011-12-08,-196,1034,USA
2011-02-14,496,496,United Arab Emirates
2011-09-01,485,981,United Arab Emirates
2011-09-22,1,982,United Arab Emirates
2010-12-01,23949,23949,United Kingdom
2010-12-02,20873,44822,United Kingdom
2010-12-03,10439,55261,United Kingdom
2010-12-05,13604,68865,United Kingdom
2010-12-06,20669,89534,United Kingdom
2010-12-07,23769,113303,United Kingdom
2010-12-08,20086,133389,United Kingdom
2010-12-09,14545,147934,United Kingdom
2010-12-10,18273,166207,United Kingdom
2010-12-12,8156,174363,United Kingdom
2010-12-13,17325,191688,United Kingdom
2010-12-14,19233,210921,United Kingdom
2010-12-15,18211,229132,United Kingdom
2010-12-16,28060,257192,United Kingdom
2010-12-17,8824,266016,United Kingdom
2010-12-19,3303,269319,United Kingdom
2010-12-20,13714,283033,United Kingdom
2010-12-21,8100,291133,United Kingdom
2010-12-22,2350,293483,United Kingdom
2010-12-23,4618,298101,United Kingdom
2011-01-04,7647,305748,United Kingdom
2011-01-05,17934,323682,United Kingdom
2011-01-06,17274,340956,United Kingdom
2011-01-07,12591,353547,United Kingdom
2011-01-09,7377,360924,United Kingdom
2011-01-10,6911,367835,United Kingdom
2011-01-11,26297,394132,United Kingdom
2011-01-12,8622,402754,United Kingdom
2011-01-13,9266,412020,United Kingdom
2011-01-14,7303,419323,United Kingdom
2011-01-16,4181,423504,United Kingdom
2011-01-17,12002,435506,United Kingdom
2011-01-18,6754,442260,United Kingdom
2011-01-19,7802,450062,United Kingdom
2011-01-20,6287,456349,United Kingdom
2011-01-21,8921,465270,United Kingdom
2011-01-23,5068,470338,United Kingdom
2011-01-24,8825,479163,United Kingdom
2011-01-25,11873,491036,United Kingdom
2011-01-26,8692,499728,United Kingdom
2011-01-27,9171,508899,United Kingdom
2011-01-28,13647,522546,United Kingdom
2011-01-30,3367,525913,United Kingdom
2011-01-31,9569,535482,United Kingdom
2011-02-01,13880,549362,United Kingdom
2011-02-02,8607,557969,United Kingdom
2011-02-03,16063,574032,United Kingdom
2011-02-04,10336,584368,United Kingdom
2011-02-06,2048,586416,United Kingdom
2011-02-07,8168,594584,United Kingdom
2011-02-08,8701,603285,United Kingdom
2011-02-09,3427,606712,United Kingdom
2011-02-10,10765,617477,United Kingdom
2011-02-11,8952,626429,United Kingdom
2011-02-13,2715,629144,United Kingdom
2011-02-14,10813,639957,United Kingdom
2011-02-15,10715,650672,United Kingdom
2011-02-16,13084,663756,United Kingdom
2011-02-17,13452,677208,United Kingdom
2011-02-18,7136,684344,United Kingdom
2011-02-20,5346,689690,United Kingdom
2011-02-21,6832,696522,United Kingdom
2011-02-22,18518,715040,United Kingdom
2011-02-23,12391,727431,United Kingdom
2011-02-24,10945,738376,United Kingdom
2011-02-25,9690,748066,United Kingdom
2011-02-27,4570,752636,United Kingdom
2011-02-28,8487,761123,United Kingdom
2011-03-01,8163,769286,United Kingdom
2011-03-02,8047,777333,United Kingdom
2011-03-03,7212,784545,United Kingdom
2011-03-04,11577,796122,United Kingdom
2011-03-06,4989,801111,United Kingdom
2011-03-07,13377,814488,United Kingdom
2011-03-08,5387,819875,United Kingdom
2011-03-09,2833,822708,United Kingdom
2011-03-10,10652,833360,United Kingdom
2011-03-11,9529,842889,United Kingdom
2011-03-13,2556,845445,United Kingdom
2011-03-14,10116,855561,United Kingdom
2011-03-15,7277,862838,United Kingdom
2011-03-16,11968,874806,United Kingdom
2011-03-17,18037,892843,United Kingdom
2011-03-18,12239,905082,United Kingdom
2011-03-20,13277,918359,United Kingdom
2011-03-21,9983,928342,United Kingdom
2011-03-22,13201,941543,United Kingdom
2011-03-23,8311,949854,United Kingdom
2011-03-24,17003,966857,United Kingdom
2011-03-25,9966,976823,United Kingdom
2011-03-27,4353,981176,United Kingdom
2011-03-28,9754,990930,United Kingdom
2011-03-29,19893,1010823,United Kingdom
2011-03-30,17567,1028390,United Kingdom
2011-03-31,12576,1040966,United Kingdom
2011-04-01,16227,1057193,United Kingdom
2011-04-03,5660,1062853,United Kingdom
2011-04-04,11750,1074603,United Kingdom
2011-04-05,9747,1084350,United Kingdom
2011-04-06,7935,1092285,United Kingdom
2011-04-07,8348,1100633,United Kingdom
2011-04-08,7535,1108168,United Kingdom
2011-04-10,5336,1113504,United Kingdom
2011-04-11,11776,1125280,United Kingdom
2011-04-12,14202,1139482,United Kingdom
2011-04-13,17426,1156908,United Kingdom
2011-04-14,15713,1172621,United Kingdom
2011-04-15,11832,1184453,United Kingdom
2011-04-17,7628,1192081,United Kingdom
2011-04-18,15671,1207752,United Kingdom
2011-04-19,12307,1220059,United Kingdom
2011-04-20,17547,1237606,United Kingdom
2011-04-21,16565,1254171,United Kingdom
2011-04-26,15285,1269456,United Kingdom
2011-04-27,17098,1286554,United Kingdom
2011-04-28,12078,1298632,United Kingdom
2011-05-01,3167,1301799,United Kingdom
2011-05-03,10303,1312102,United Kingdom
2011-05-04,14010,1326112,United Kingdom
2011-05-05,15011,1341123,United Kingdom
2011-05-06,17404,1358527,United Kingdom
2011-05-08,9469,1367996,United Kingdom
2011-05-09,11730,1379726,United Kingdom
2011-05-10,15449,1395175,United Kingdom
2011-05-11,13794,1408969,United Kingdom
2011-05-12,13576,1422545,United Kingdom
2011-05-13,12240,1434785,United Kingdom
2011-05-15,4618,1439403,United Kingdom
2011-05-16,11927,1451330,United Kingdom
2011-05-17,17030,1468360,United Kingdom
2011-05-18,17366,1485726,United Kingdom
2011-05-19,15164,1500890,United Kingdom
2011-05-20,13936,1514826,United Kingdom
2011-05-22,11470,1526296,United Kingdom
2011-05-23,14457,1540753,United Kingdom
2011-05-24,15307,1556060,United Kingdom
2011-05-25,9639,1565699,United Kingdom
2011-05-26,10147,1575846,United Kingdom
2011-05-27,15563,1591409,United Kingdom
2011-05-29,3826,1595235,United Kingdom
2011-05-31,9849,1605084,United Kingdom
2011-06-01,7410,1612494,United Kingdom
2011-06-02,12725,1625219,United Kingdom
2011-06-03,6742,1631961,United Kingdom
2011-06-05,10381,1642342,United Kingdom
2011-06-06,7876,1650218,United Kingdom
2011-06-07,17871,1668089,United Kingdom
2011-06-08,16376,1684465,United Kingdom
2011-06-09,27000,1711465,United Kingdom
2011-06-10,4738,1716203,United Kingdom
2011-06-12,8421,1724624,United Kingdom
2011-06-13,6752,1731376,United Kingdom
2011-06-14,-13746,1717630,United Kingdom
2011-06-15,10484,1728114,United Kingdom
2011-06-16,16673,1744787,United Kingdom
2011-06-17,9398,1754185,United Kingdom
2011-06-19,9856,1764041,United Kingdom
2011-06-20,10869,1774910,United Kingdom
2011-06-21,6804,1781714,United Kingdom
2011-06-22,11492,1793206,United Kingdom
2011-06-23,12970,1806176,United Kingdom
2011-06-24,8291,1814467,United Kingdom
2011-06-26,3023,1817490,United Kingdom
2011-06-27,9323,1826813,United Kingdom
2011-06-28,8523,1835336,United Kingdom
2011-06-29,8983,1844319,United Kingdom
2011-06-30,19287,1863606,United Kingdom
2011-07-01,5990,1869596,United Kingdom
2011-07-03,3106,1872702,United Kingdom
2011-07-04,12516,1885218,United Kingdom
2011-07-05,21128,1906346,United Kingdom
2011-07-06,14747,1921093,United Kingdom
2011-07-07,18047,1939140,United Kingdom
2011-07-08,9716,1948856,United Kingdom
2011-07-10,4214,1953070,United Kingdom
2011-07-11,13264,1966334,United Kingdom
2011-07-12,12475,1978809,United Kingdom
2011-07-13,9973,1988782,United Kingdom
2011-07-14,12772,2001554,United Kingdom
2011-07-15,6404,2007958,United Kingdom
2011-07-17,10675,2018633,United Kingdom
2011-07-18,9908,2028541,United Kingdom
2011-07-19,17236,2045777,United Kingdom
2011-07-20,15806,2061583,United Kingdom
2011-07-21,17944,2079527,United Kingdom
2011-07-22,9007,2088534,United Kingdom
2011-07-24,16229,2104763,United Kingdom
2011-07-25,13420,2118183,United Kingdom
2011-07-26,13159,2131342,United Kingdom
2011-07-27,9915,2141257,United Kingdom
2011-07-28,24964,2166221,United Kingdom
2011-07-29,10689,2176910,United Kingdom
2011-07-31,10825,2187735,United Kingdom
2011-08-01,9124,2196859,United Kingdom
2011-08-02,11789,2208648,United Kingdom
2011-08-03,14653,2223301,United Kingdom
2011-08-04,35656,2258957,United Kingdom
2011-08-05,9960,2268917,United Kingdom
2011-08-07,5020,2273937,United Kingdom
2011-08-08,11595,2285532,United Kingdom
2011-08-09,7397,2292929,United Kingdom
2011-08-10,12652,2305581,United Kingdom
2011-08-11,23323,2328904,United Kingdom
2011-08-12,8653,2337557,United Kingdom
2011-08-14,3134,2340691,United Kingdom
2011-08-15,7163,2347854,United Kingdom
2011-08-16,11052,2358906,United Kingdom
2011-08-17,21800,2380706,United Kingdom
2011-08-18,17442,2398148,United Kingdom
2011-08-19,7953,2406101,United Kingdom
2011-08-21,6758,2412859,United Kingdom
2011-08-22,14060,2426919,United Kingdom
2011-08-23,11553,2438472,United Kingdom
2011-08-24,27393,2465865,United Kingdom
2011-08-25,10696,2476561,United Kingdom
2011-08-26,10106,2486667,United Kingdom
2011-08-28,5970,2492637,United Kingdom
2011-08-30,10092,2502729,United Kingdom
2011-08-31,4810,2507539,United Kingdom
2011-09-01,22127,2529666,United Kingdom
2011-09-02,8802,2538468,United Kingdom
2011-09-04,7552,2546020,United Kingdom
2011-09-05,17250,2563270,United Kingdom
2011-09-06,12993,2576263,United Kingdom
2011-09-07,12697,2588960,United Kingdom
2011-09-08,13213,2602173,United Kingdom
2011-09-09,12445,2614618,United Kingdom
2011-09-11,20027,2634645,United Kingdom
2011-09-12,17086,2651731,United Kingdom
2011-09-13,27522,2679253,United Kingdom
2011-09-14,7641,2686894,United Kingdom
2011-09-15,27462,2714356,United Kingdom
2011-09-16,14399,2728755,United Kingdom
2011-09-18,8966,2737721,United Kingdom
2011-09-19,12015,2749736,United Kingdom
